OBJECTID,ain,ASI_Status,situsaddress,situscity,situszip,LV_IV_Ratio,YearBuiltMax,usecode,usetype,usedescription,Vacant_Use,Publicly_Owned,unitstotal,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,SP_LUP1,SP_LUP_Desc1,PctSpLupArea1,SP_LUP2,SP_LUP_Desc2,PctSpLupArea2,SP_LUP3,SP_LUP_Desc3,PctSpLupArea3,Acres,LUP_Units_Total,LUP_MinDens,LUP_MaxDens,Site_Status,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Lot_Size_Consolidated,Lot_Consolidation_Notes,Consolidation_Adj_APNs,Previous_HE,Shape__Area,Shape__Length
1270,3102013015,Vacant,55th St W & W Avenue L-12, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.39230033,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17088.6015625,722.404347720409
1271,3102017012,Vacant, VAC/COR AVE L14/51 STW,QUARTZ HILL,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.454745,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,19808.6923828125,717.154289768319
1272,3102020030,Vacant,52nd St W & W Avenue L-12, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.21733276,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9467.013671875,433.962951132433
1273,3102021006,Vacant, VAC/AVE L10/VIC 50TH STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.40556814,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17666.5478515625,720.941325566555
1274,3102021007,Vacant, VAC/AVE L10/VIC 50TH STW,LANCASTER CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.39422186,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17172.3046875,717.917861496461
1275,3102023020,Vacant,52nd St W & W Avenue L-10, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.40108176,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17471.12109375,716.402468228405
1276,3102023028,Vacant,W Avenue L-8 & Waterford Wy, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.38471499,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16758.1845703125,699.943015202321
1277,3102025051,Vacant,51st St W & W Avenue L-2, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.2133823,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9294.9326171875,442.605076135114
1278,3102026010,Vacant,51st St W & W Avenue L, ,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.13625216,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5935.1455078125,456.580047530079
1279,3204012003,Vacant, VAC/50TH STW(PAV)/VIC AVE K8,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.37578645,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16369.2578125,511.965105651516
1280,3204012904,Vacant,50th St W & W Avenue K-8, ,93536,0,0,010V,Residential,Single,Vacant Use,YES - Special District-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.22314498,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9720.1962890625,409.964042524822
1281,3204015012,Vacant, VAC/AVE L(PAV)/VIC 52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.13214964,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5756.4384765625,643.954182776949
1282,3204015015,Vacant, VAC/AVE L(PAV)/52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.25582178,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11143.59765625,679.971256051825
1283,3218006038,Vacant, VAC/AVE I15/VIC 100 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.12136022,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5286.451171875,361.316557456589
1284,3218006039,Vacant, VAC/AVE I15/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.22138234,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9643.4150390625,443.082715956234
1285,3218006040,Vacant, VAC/AVE J/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.15057989,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,6559.259765625,375.886624230245
1286,3218011008,Vacant, VAC/COR 96 PLW/AVE I14,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17389803,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7574.998046875,401.043036824858
1287,3218012007,Vacant, VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17272306,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7523.81640625,400.451747556926
1288,3218012008,Vacant, VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17367596,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7565.3251953125,401.111194160711
1289,3218012009,Vacant, VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17285466,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7529.548828125,400.74142744507
1290,3218012010,Vacant, VAC/AVE I14/VIC 98 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17388439,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7574.404296875,401.451415517676
1291,3218012011,Vacant, VAC/COR AVE I14/98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17436287,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7595.2451171875,401.842129012683
1292,3218012012,Vacant, VAC/COR AVE I13/98 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17402008,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7580.3154296875,401.212499154522
1293,3218012013,Vacant, VAC/AVE I13/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17445513,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7599.265625,401.961614230258
1294,3218012014,Vacant, VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17446692,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7599.779296875,401.981955275894
1295,3218012016,Vacant, VAC/AVE I13/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17314189,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7542.060546875,401.200857284852
1296,3218012017,Vacant, VAC/COR 98 PLW/AVE I13,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.34539354,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,15045.3427734375,701.913481095612
1297,3218013013,Vacant, VAC/AVE I13/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17400613,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7579.70703125,401.721099732267
1298,3218013014,Vacant, VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17320035,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7544.6064453125,401.280809464177
1299,3218013027,Vacant, VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.14899884,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,6490.3896484375,375.063362449701
1300,3218013030,Vacant, VAC/COR AVE I12/99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.25879383,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11273.05859375,469.855387122215
1301,3218013033,Vacant, VAC/AVE I12/VIC 100 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.13398851,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5836.541015625,342.413184574631
1302,3218013035,Vacant, VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17234739,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7507.453125,400.932243341378
1303,3218014007,Vacant, VAC/COR AVE I13/98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17228474,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7504.72265625,400.211782978863
1304,3218015001,Vacant, VAC/COR 96 PLW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17322909,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7545.859375,401.371877236122
1305,3218015002,Vacant, VAC/COR 97 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17457286,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7604.3935546875,402.701057127822
1306,3218015003,Vacant, VAC/COR 97 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.20960575,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9130.427734375,410.960694257917
1307,3218016001,Vacant, VAC/COR 95 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17964912,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7825.515625,404.98652609571
1308,3218016002,Vacant, VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17367734,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7565.3837890625,401.593570837021
1309,3218016003,Vacant, VAC/COR 96 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17454635,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7603.2392578125,402.14746482868
1310,3218016004,Vacant, VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17302973,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7537.17578125,401.516850989817
1311,3218016005,Vacant, VAC/AVE I12/VIC 96 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.1735388,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7559.349609375,401.373848387586
1312,3218016006,Vacant, VAC/COR 96 PLW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17320717,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7544.904296875,400.835245650507
1313,3218016008,Vacant, VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.34723671,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,15125.630859375,502.016956744933
1314,3218017001,Vacant, VAC/AVE I11/VIC 96 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17318328,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7543.86328125,401.292708552698
1315,3218017002,Vacant, VAC/AVE I12/VIC 96 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.1731772,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7543.5986328125,401.222803805715
1316,3218017004,Vacant, VAC/COR AVE I11/95 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17787705,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7748.3251953125,403.435149958881
1317,3218017005,Vacant, VAC/AVE I11/VIC 95 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17239471,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7509.513671875,400.423563342377
1318,3218017006,Vacant, VAC/AVE I11/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17255605,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7516.5419921875,400.663801157707
1319,3218017007,Vacant, VAC/AVE I11/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17423039,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7589.474609375,401.594503628608
1320,3218017008,Vacant, VAC/COR 96 STW/AVE I11,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17231104,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7505.8681640625,400.254725480671
1321,3218017009,Vacant, VAC/COR AVE I12/96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17269823,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7522.734375,400.953108122212
1322,3218017010,Vacant, VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17445023,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7599.052734375,401.954090537059
1323,3218017011,Vacant, VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17272762,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7524.015625,400.963289982431
1324,3218017012,Vacant, VAC/AVE I12/VIC 95 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17399499,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7579.220703125,401.705216099023
1325,3218017013,Vacant, VAC/AVE I12/VIC 95 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17316553,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7543.091796875,401.224922605647
1326,3218017014,Vacant, VAC/AVE I12/VIC 95 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17270511,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7523.03515625,400.963925620909
1327,3218017015,Vacant, VAC/AVE I11/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.34672095,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,15103.1630859375,501.563486953803
1328,3218017016,Vacant, VAC/COR 95 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17921713,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7806.6982421875,404.735073165548
1329,3218018001,Vacant, VAC/COR 97 ST/AVE I11,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17275171,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7525.06640625,400.982008336234
